Nr.;#;Company;Location_HQ;Country;Continent;Laid_Off;Date_layoffs;Percentage;Company_Size_before_Layoffs;Company_Size_after_layoffs;Industry;Stage;Money_Raised_in_$_mil;Year;lat;lng
1224;2937;Freshbooks;Toronto;Canada;North America;38.0;2020-04-21;9.0;422.0;384.0;Finance;Series B;$75;2020;43.70643;-79.39864
1225;2938;Patreon;San Francisco Bay Area;USA;North America;30.0;2020-04-21;13.0;231.0;201.0;Media;Series D;$165;2020;37.77493;-122.41942
1226;2941;Bringg;Tel Aviv;Israel;Asia;10.0;2020-04-21;10.0;100.0;90.0;Logistics;Series D;$84;2020;32.08088;34.78057
1227;2942;Klook;Hong Kong;Hong Kong;Asia;300.0;2020-04-20;15.0;2000.0;1700.0;Travel;Series D;$521;2020;22.27832;114.17469
1228;2943;ConsenSys;New York City;USA;North America;91.0;2020-04-20;14.0;650.0;559.0;Crypto;Unknown;$10;2020;40.71427;-74.00597
1229;2944;GumGum;Los Angeles;USA;North America;90.0;2020-04-20;25.0;360.0;270.0;Marketing;Series D;$58;2020;34.05223;-118.24368
1230;2945;Kueski;Guadalajara;Mexico;North America;90.0;2020-04-20;30.0;300.0;210.0;Finance;Series B;$38;2020;20.66682;-103.39182
1231;2946;Movidesk;Blumenau;Brazil;South America;33.0;2020-04-20;25.0;132.0;99.0;Support;Seed;$1;2020;-26.91944;-49.06611
1232;2948;Komodo Health;San Francisco Bay Area;USA;North America;23.0;2020-04-20;9.0;256.0;233.0;Healthcare;Series C;$50;2020;37.77493;-122.41942
1233;2949;Forward;San Francisco Bay Area;USA;North America;10.0;2020-04-20;3.0;333.0;323.0;Healthcare;Series C;$100;2020;37.77493;-122.41942
1234;2953;ContaAzul;Joinville;Brazil;South America;140.0;2020-04-17;35.0;400.0;260.0;Education;Series D;$37;2020;-26.30444;-48.84556
1235;2954;Greenhouse;New York City;USA;North America;120.0;2020-04-17;28.0;429.0;309.0;Recruiting;Series D;$110;2020;40.71427;-74.00597
1236;2955;QuintoAndar;Sao Paulo;Brazil;South America;88.0;2020-04-17;8.0;1100.0;1012.0;Real Estate;Series D;$335;2020;-23.5475;-46.63611
1237;2956;Loft;Sao Paulo;Brazil;South America;47.0;2020-04-17;10.0;470.0;423.0;Real Estate;Series C;$263;2020;-23.5475;-46.63611
1238;2957;Zilingo;Singapore;Singapore;Asia;44.0;2020-04-17;5.0;880.0;836.0;Retail;Series D;$307;2020;1.28967;103.85007
1239;2959;Sweetgreen;Los Angeles;USA;North America;35.0;2020-04-17;10.0;350.0;315.0;Food;Series I;$478;2020;34.05223;-118.24368
1240;2960;People.ai;San Francisco Bay Area;USA;North America;30.0;2020-04-17;18.0;167.0;137.0;Marketing;Series C;$100;2020;37.77493;-122.41942
1241;2961;Tor;Boston;USA;North America;13.0;2020-04-17;37.0;35.0;22.0;Security;Unknown;$1;2020;42.35843;-71.05977
1242;2966;CarGurus;Boston;USA;North America;130.0;2020-04-16;13.0;1000.0;870.0;Transportation;Post-IPO;$1;2020;42.35843;-71.05977
1243;2967;Funding Societies;Singapore;Singapore;Asia;65.0;2020-04-16;18.0;361.0;296.0;Finance;Series B;$42;2020;1.28967;103.85007
1244;2968;CleverTap;Mumbai;India;Asia;60.0;2020-04-16;20.0;300.0;240.0;Marketing;Series C;$76;2020;19.07283;72.88261
1245;2975;Opendoor;San Francisco Bay Area;USA;North America;600.0;2020-04-15;35.0;1714.0;1114.0;Real Estate;Series E;$1500;2020;37.77493;-122.41942
1246;2976;GoPro;San Francisco Bay Area;USA;North America;200.0;2020-04-15;20.0;1000.0;800.0;Consumer;Post-IPO;$288;2020;37.56299;-122.32553
1247;2977;Shop101;Mumbai;India;Asia;200.0;2020-04-15;40.0;500.0;300.0;Retail;Series C;$19;2020;19.07283;72.88261
1248;2978;Zume;Camarillo;USA;North America;200.0;2020-04-15;67.0;299.0;99.0;Food;Unknown;$423;2020;34.21639;-119.0376
1249;2979;Carta;San Francisco Bay Area;USA;North America;161.0;2020-04-15;16.0;1006.0;845.0;Finance;Series E;$447;2020;37.77493;-122.41942
1250;2981;Parsable;San Francisco Bay Area;USA;North America;40.0;2020-04-15;25.0;160.0;120.0;HR;Series C;$72;2020;37.77493;-122.41942
1251;2982;Kodiak Robotics;San Francisco Bay Area;USA;North America;15.0;2020-04-15;20.0;75.0;60.0;Transportation;Series A;$40;2020;37.38605;-122.08385
1252;2988;The RealReal;San Francisco Bay Area;USA;North America;235.0;2020-04-14;10.0;2350.0;2115.0;Retail;Post-IPO;$358;2020;37.77493;-122.41942
1253;2989;TouchBistro;Toronto;Canada;North America;131.0;2020-04-14;23.0;570.0;439.0;Food;Series E;$224;2020;43.70643;-79.39864
1254;2990;Envoy;San Francisco Bay Area;USA;North America;58.0;2020-04-14;30.0;193.0;135.0;HR;Series B;$59;2020;37.77493;-122.41942
1255;2991;VSCO;San Francisco Bay Area;USA;North America;45.0;2020-04-14;35.0;129.0;84.0;Consumer;Series B;$90;2020;37.80437;-122.2708
1256;2997;Groupon;Chicago;USA;North America;2800.0;2020-04-13;44.0;6364.0;3564.0;Retail;Post-IPO;;2020;41.85003;-87.65005
1257;2998;Zoox;San Francisco Bay Area;USA;North America;100.0;2020-04-13;10.0;1000.0;900.0;Transportation;Series B;$955;2020;37.55855;-122.27108
1258;2999;Neon;Sao Paulo;Brazil;South America;70.0;2020-04-13;10.0;700.0;630.0;Finance;Series B;$120;2020;-23.5475;-46.63611
1259;3000;EasyPost;San Francisco Bay Area;USA;North America;50.0;2020-04-13;25.0;200.0;150.0;Logistics;Series A;$12;2020;37.77493;-122.41942
1260;3001;Clearbanc;Toronto;Canada;North America;17.0;2020-04-13;8.0;213.0;196.0;Finance;Series B;$119;2020;43.70643;-79.39864
1261;3003;Frontdesk;Milwaukee;USA;North America;35.0;2020-04-10;16.0;219.0;184.0;Travel;Unknown;$3;2020;43.0389;-87.90647
1262;3006;NuoDB;Boston;USA;North America;20.0;2020-04-10;29.0;69.0;49.0;Data;Unknown;$85;2020;42.35843;-71.05977
1263;3007;Rhumbix;San Francisco Bay Area;USA;North America;16.0;2020-04-10;27.0;59.0;43.0;Construction;Series B;$35;2020;37.77493;-122.41942
1264;3008;Atsu;Seattle;USA;North America;6.0;2020-04-10;100.0;6.0;0.0;Infrastructure;Unknown;$1;2020;47.60621;-122.33207
1265;3011;Yelp;San Francisco Bay Area;USA;North America;1000.0;2020-04-09;17.0;5882.0;4882.0;Consumer;Post-IPO;$56;2020;37.77493;-122.41942
1266;3013;OneTrust;Atlanta;USA;North America;150.0;2020-04-09;10.0;1500.0;1350.0;Legal;Series B;$410;2020;33.749;-84.38798
1267;3014;Omie;Sao Paulo;Brazil;South America;136.0;2020-04-09;31.0;439.0;303.0;Finance;Series B;$26;2020;-23.5475;-46.63611
1268;3015;Domo;Salt Lake City;USA;North America;90.0;2020-04-09;10.0;900.0;810.0;Data;Post-IPO;$689;2020;40.76078;-111.89105
1269;3016;Matterport;San Francisco Bay Area;USA;North America;90.0;2020-04-09;34.0;265.0;175.0;Data;Series D;$114;2020;37.36883;-122.03635
1270;3017;Clinc;Ann Arbor;USA;North America;40.0;2020-04-09;32.0;125.0;85.0;Support;Series B;$59;2020;42.27756;-83.74088
1271;3018;Mejuri;Toronto;Canada;North America;36.0;2020-04-09;15.0;240.0;204.0;Retail;Series B;$28;2020;43.70643;-79.39864
1272;3019;Code42;Minneapolis;USA;North America;25.0;2020-04-09;5.0;500.0;475.0;Data;Series B;$138;2020;44.97997;-93.26384
1273;3021;LoopMe;London;United Kingdom;Europe;8.0;2020-04-09;4.0;200.0;192.0;Marketing;Unknown;$32;2020;51.50853;-0.12574
1274;3025;Eventbrite;San Francisco Bay Area;USA;North America;500.0;2020-04-08;45.0;1111.0;611.0;Consumer;Post-IPO;$332;2020;37.77493;-122.41942
1275;3026;Meesho;Bengaluru;India;Asia;200.0;2020-04-08;28.0;714.0;514.0;Retail;Series D;$215;2020;12.97194;77.59369
1276;3027;Scoop;San Francisco Bay Area;USA;North America;92.0;2020-04-08;33.0;279.0;187.0;Transportation;Series C;$95;2020;37.87159;-122.27275
1277;3028;Unison;San Francisco Bay Area;USA;North America;89.0;2020-04-08;45.0;198.0;109.0;Finance;Series B;$40;2020;37.77493;-122.41942
1278;3029;Lever;San Francisco Bay Area;USA;North America;86.0;2020-04-08;40.0;215.0;129.0;Recruiting;Series C;$72;2020;37.77493;-122.41942
1279;3030;Unbabel;Lisbon;Portugal;Europe;80.0;2020-04-08;35.0;229.0;149.0;Support;Series C;$91;2020;38.71667;-9.13333
1280;3031;Button;New York City;USA;North America;48.0;2020-04-08;35.0;137.0;89.0;Marketing;Series C;$64;2020;40.71427;-74.00597
1281;3032;Eden / Managed …;New York City;USA;North America;40.0;2020-04-08;40.0;100.0;60.0;Real Estate;Series B;$40;2020;40.71427;-74.00597
1282;3033;Quantcast;San Francisco Bay Area;USA;North America;30.0;2020-04-08;5.0;600.0;570.0;Marketing;Series C;$65;2020;37.77493;-122.41942
1283;3035;VideoAmp;Los Angeles;USA;North America;21.0;2020-04-08;10.0;210.0;189.0;Marketing;Series C;$106;2020;34.05223;-118.24368
1284;3036;Kenoby;Sao Paulo;Brazil;South America;18.0;2020-04-08;16.0;113.0;95.0;Recruiting;Unknown;$23;2020;-23.5475;-46.63611
1285;3038;GetNinjas;Sao Paulo;Brazil;South America;11.0;2020-04-08;10.0;110.0;99.0;Consumer;Series B;$16;2020;-23.5475;-46.63611
1286;3039;Spyce;Boston;USA;North America;4.0;2020-04-08;12.0;33.0;29.0;Food;Series A;$26;2020;42.35843;-71.05977
1287;3046;Toast;Boston;USA;North America;1300.0;2020-04-07;50.0;2600.0;1300.0;Food;Series F;$902;2020;42.35843;-71.05977
1288;3047;ezCater;Boston;USA;North America;400.0;2020-04-07;44.0;909.0;509.0;Food;Series D;$319;2020;42.35843;-71.05977
1289;3048;Sage Therapeutics;Boston;USA;North America;340.0;2020-04-07;53.0;642.0;302.0;Healthcare;Post-IPO;$438;2020;42.35843;-71.05977
1290;3049;Redfin;Seattle;USA;North America;236.0;2020-04-07;7.0;3371.0;3135.0;Real Estate;Post-IPO;$319;2020;47.60621;-122.33207
1291;3050;Branch Metrics;San Francisco Bay Area;USA;North America;100.0;2020-04-07;20.0;500.0;400.0;Marketing;Series E;$367;2020;37.44188;-122.14302
1292;3052;Ibotta;Denver;USA;North America;87.0;2020-04-07;15.0;580.0;493.0;Retail;Series D;$85;2020;39.73915;-104.9847
1293;3054;Away;New York City;USA;North America;60.0;2020-04-07;10.0;600.0;540.0;Retail;Series D;$181;2020;40.71427;-74.00597
1294;3055;MediaMath;New York City;USA;North America;53.0;2020-04-07;8.0;663.0;610.0;Marketing;Private Equity …;$607;2020;40.71427;-74.00597
1295;3056;Group Nine Media;New York City;USA;North America;50.0;2020-04-07;7.0;714.0;664.0;Media;Unknown;$190;2020;40.71427;-74.00597
1296;3061;Metromile;San Francisco Bay Area;USA;North America;100.0;2020-04-06;33.0;303.0;203.0;Finance;Series E;$293;2020;37.77493;-122.41942
1297;3062;Rock Content;Belo Horizonte;Brazil;South America;100.0;2020-04-06;20.0;500.0;400.0;Marketing;Series A;$1;2020;-19.92083;-43.93778
1298;3063;BounceX;New York City;USA;North America;77.0;2020-04-06;20.0;385.0;308.0;Marketing;Series B;$75;2020;40.71427;-74.00597
1299;3065;Wordstream;Boston;USA;North America;26.0;2020-04-06;10.0;260.0;234.0;Marketing;Acquired;$28;2020;42.35843;-71.05977
1300;3066;Cogito;Boston;USA;North America;24.0;2020-04-06;14.0;171.0;147.0;Support;Series C;$92;2020;42.35843;-71.05977
1301;3067;BusBud;Montreal;Canada;North America;23.0;2020-04-06;32.0;72.0;49.0;Transportation;Series B;$21;2020;45.50884;-73.58781
1302;3068;Borrowell;Toronto;Canada;North America;15.0;2020-04-06;20.0;75.0;60.0;Finance;Series B;$72;2020;43.70643;-79.39864
1303;3069;PerkSpot;Chicago;USA;North America;10.0;2020-04-06;10.0;100.0;90.0;HR;Private Equity …;$50;2020;41.85003;-87.65005
1304;3073;Astra;San Francisco Bay Area;USA;North America;40.0;2020-04-05;25.0;160.0;120.0;Aerospace;Unknown;$100;2020;37.77099;-122.26087
1305;3074;Iflix;Kuala Lumpur;Malaysia;Asia;50.0;2020-04-04;12.0;417.0;367.0;Consumer;Unknown;$348;2020;3.1412;101.68653
1306;3075;Gympass;Sao Paulo;Brazil;South America;467.0;2020-04-03;33.0;1415.0;948.0;Fitness;Series D;$300;2020;-23.5475;-46.63611
1307;3076;Sojern;San Francisco Bay Area;USA;North America;300.0;2020-04-03;50.0;600.0;300.0;Marketing;Series D;$162;2020;37.77493;-122.41942
1308;3078;Minted;San Francisco Bay Area;USA;North America;147.0;2020-04-03;37.0;397.0;250.0;Retail;Series E;$297;2020;37.77493;-122.41942
1309;3082;Arrive Logistics;Austin;USA;North America;75.0;2020-04-03;7.0;1071.0;996.0;Logistics;Series B;$35;2020;30.26715;-97.74306
1310;3083;Salsify;Boston;USA;North America;60.0;2020-04-03;13.0;462.0;402.0;Retail;Series D;$97;2020;42.35843;-71.05977
1311;3084;Jetty;New York City;USA;North America;35.0;2020-04-03;40.0;88.0;53.0;Finance;Series B;$40;2020;40.71427;-74.00597
1312;3085;D2iQ;San Francisco Bay Area;USA;North America;34.0;2020-04-03;13.0;262.0;228.0;Infrastructure;Series D;$247;2020;37.77493;-122.41942
1313;3086;Bustle Digital Group;New York City;USA;North America;24.0;2020-04-03;8.0;300.0;276.0;Media;Series E;$80;2020;40.71427;-74.00597
1314;3088;Opencare;Toronto;Canada;North America;18.0;2020-04-03;25.0;72.0;54.0;Healthcare;Series A;$24;2020;43.70643;-79.39864
1315;3100;MindBody;San Luis Obispo;USA;North America;700.0;2020-04-02;35.0;2000.0;1300.0;Fitness;Post-IPO;$114;2020;35.28275;-120.65962
1316;3101;Katerra;San Francisco Bay Area;USA;North America;240.0;2020-04-02;3.0;8000.0;7760.0;Construction;Series D;$1200;2020;37.45383;-122.18219
1317;3102;Ritual;Toronto;Canada;North America;196.0;2020-04-02;54.0;363.0;167.0;Food;Series C;$112;2020;43.70643;-79.39864
1318;3103;ClassPass;New York City;USA;North America;154.0;2020-04-02;22.0;700.0;546.0;Fitness;Series E;$549;2020;40.71427;-74.00597
1319;3104;eGym;Munich;Germany;Europe;100.0;2020-04-02;25.0;400.0;300.0;Fitness;Series D;$109;2020;48.13743;11.57549
1320;3106;Industrious;New York City;USA;North America;90.0;2020-04-02;20.0;450.0;360.0;Real Estate;Series D;$222;2020;40.71427;-74.00597
1321;3107;1stdibs;New York City;USA;North America;70.0;2020-04-02;17.0;412.0;342.0;Retail;Series D;$253;2020;40.71427;-74.00597
1322;3108;ThirdLove;San Francisco Bay Area;USA;North America;65.0;2020-04-02;30.0;217.0;152.0;Retail;Series B;$68;2020;37.77493;-122.41942
1323;3110;The Predictive Investment;Boston;USA;North America;59.0;2020-04-02;25.0;236.0;177.0;HR;Acquired;$65;2020;42.35843;-71.05977
1324;3112;Jobcase;Boston;USA;North America;39.0;2020-04-02;20.0;195.0;156.0;Recruiting;Private Equity …;$118;2020;42.35843;-71.05977
1325;3114;Dynamic Signal;San Francisco Bay Area;USA;North America;35.0;2020-04-02;19.0;184.0;149.0;HR;Series E;$114;2020;37.63049;-122.41108
1326;3116;Sauce Labs;San Francisco Bay Area;USA;North America;30.0;2020-04-02;15.0;200.0;170.0;Infrastructure;Unknown;$151;2020;37.77493;-122.41942
1327;3118;TripleLift;New York City;USA;North America;23.0;2020-04-02;7.0;329.0;306.0;Marketing;Series B;$16;2020;40.71427;-74.00597
1328;3119;Coding Dojo;Seattle;USA;North America;7.0;2020-04-02;7.0;100.0;93.0;Education;Unknown;$2;2020;47.60621;-122.33207
1329;3120;Instamojo;Bengaluru;India;Asia;6.0;2020-04-02;6.0;100.0;94.0;Finance;Unknown;$8;2020;12.97194;77.59369
1330;3121;Synergysuite;Salt Lake City;USA;North America;5.0;2020-04-02;7.0;71.0;66.0;Food;Series A;$6;2020;40.76078;-111.89105
1331;3129;PatientPop;Los Angeles;USA;North America;100.0;2020-04-01;20.0;500.0;400.0;Healthcare;Series B;$75;2020;34.05223;-118.24368
1332;3130;Showpad;Chicago;USA;North America;52.0;2020-04-01;12.0;433.0;381.0;Marketing;Series D;$159;2020;41.85003;-87.65005
1333;3131;Highsnobiety;Berlin;Germany;Europe;51.0;2020-04-01;25.0;204.0;153.0;Media;Series A;$9;2020;52.52437;13.41053
1334;3132;Earnin;San Francisco Bay Area;USA;North America;50.0;2020-04-01;20.0;250.0;200.0;Finance;Series C;$190;2020;37.44188;-122.14302
1335;3133;Wonolo;San Francisco Bay Area;USA;North America;46.0;2020-04-01;13.0;354.0;308.0;Recruiting;Series C;$52;2020;37.77493;-122.41942
1336;3134;Acko;Mumbai;India;Asia;45.0;2020-04-01;9.0;500.0;455.0;Finance;Unknown;$143;2020;19.07283;72.88261
1337;3136;Aqua Security;Tel Aviv;Israel;Asia;24.0;2020-04-01;9.0;267.0;243.0;Security;Series C;$100;2020;32.08088;34.78057
1338;3137;Crayon;Boston;USA;North America;20.0;2020-04-01;20.0;100.0;80.0;Marketing;Series A;$16;2020;42.35843;-71.05977
1339;3139;Sensibill;Toronto;Canada;North America;17.0;2020-04-01;20.0;85.0;68.0;Finance;Series B;$50;2020;43.70643;-79.39864
1340;3140;Usermind;Seattle;USA;North America;15.0;2020-04-01;25.0;60.0;45.0;Marketing;Series C;$46;2020;47.60621;-122.33207
1341;3141;Incredible Health;San Francisco Bay Area;USA;North America;9.0;2020-04-01;40.0;23.0;14.0;Healthcare;Series A;$15;2020;37.77493;-122.41942
1342;3148;KeepTruckin;San Francisco Bay Area;USA;North America;349.0;2020-03-31;18.0;1939.0;1590.0;Logistics;Series D;$227;2020;37.77493;-122.41942
1343;3149;AdRoll;Salt Lake City;USA;North America;210.0;2020-03-31;30.0;700.0;490.0;Marketing;Series C;$89;2020;40.76078;-111.89105
1344;3150;Rover;Seattle;USA;North America;194.0;2020-03-31;41.0;473.0;279.0;Consumer;Series G;$310;2020;47.60621;-122.33207
1345;3151;Turo;San Francisco Bay Area;USA;North America;108.0;2020-03-31;30.0;360.0;252.0;Transportation;Series E;$467;2020;37.77493;-122.41942
1346;3152;uShip;Austin;USA;North America;65.0;2020-03-31;37.0;176.0;111.0;Logistics;Series D;$69;2020;30.26715;-97.74306
1347;3156;Zenoti;Seattle;USA;North America;17.0;2020-03-31;4.0;425.0;408.0;Fitness;Series C;$91;2020;47.60621;-122.33207
1348;3157;DialSource;Sacramento;USA;North America;5.0;2020-03-31;14.0;36.0;31.0;Marketing;Series B;$26;2020;38.58157;-121.4944
1349;3164;Thumbtack;San Francisco Bay Area;USA;North America;250.0;2020-03-30;30.0;833.0;583.0;Consumer;Series F;$423;2020;37.77493;-122.41942
1350;3165;RigUp;Austin;USA;North America;120.0;2020-03-30;25.0;480.0;360.0;Energy;Series D;$423;2020;30.26715;-97.74306
1351;3166;FabHotels;New Delhi;India;Asia;80.0;2020-03-30;20.0;400.0;320.0;Travel;Series B;$48;2020;28.65195;77.23149
1352;3167;Hibob;Tel Aviv;Israel;Asia;70.0;2020-03-30;30.0;233.0;163.0;HR;Series A;$45;2020;32.08088;34.78057
1353;3168;PeerStreet;Los Angeles;USA;North America;51.0;2020-03-30;30.0;170.0;119.0;Finance;Series C;$110;2020;34.05223;-118.24368
1354;3169;Maven;Seattle;USA;North America;31.0;2020-03-30;9.0;344.0;313.0;Media;Post-IPO;$77;2020;47.60621;-122.33207
1355;3173;Loftsmart;New York City;USA;North America;25.0;2020-03-30;75.0;33.0;8.0;Real Estate;Series A;$18;2020;40.71427;-74.00597
1356;3175;Iris Nova;New York City;USA;North America;9.0;2020-03-30;50.0;18.0;9.0;Food;Seed;$15;2020;40.71427;-74.00597
1357;3177;ZipRecruiter;Los Angeles;USA;North America;400.0;2020-03-29;39.0;1026.0;626.0;Recruiting;Series B;$219;2020;34.05223;-118.24368
1358;3178;Amplero;Seattle;USA;North America;17.0;2020-03-29;100.0;17.0;0.0;Marketing;Series B;$25;2020;47.60621;-122.33207
1359;3180;TravelTriangle;Gurugram;India;Asia;250.0;2020-03-28;50.0;500.0;250.0;Travel;Series D;$47;2020;28.4601;77.02635
1360;3183;OneWeb;London;United Kingdom;Europe;451.0;2020-03-27;85.0;531.0;80.0;Aerospace;Unknown;;2020;51.50853;-0.12574
1361;3184;Bird;Los Angeles;USA;North America;406.0;2020-03-27;30.0;1353.0;947.0;Transportation;Series D;$623;2020;34.05223;-118.24368
1362;3185;HOOQ;Singapore;Singapore;Asia;250.0;2020-03-27;100.0;250.0;0.0;Consumer;Unknown;$95;2020;1.28967;103.85007
1363;3187;DataRobot;Boston;USA;North America;200.0;2020-03-27;16.66666666666667;1200.0;1000.0;Data;Series E;$430;2020;42.35843;-71.05977
1364;3189;Blueground;New York City;USA;North America;130.0;2020-03-27;25.0;520.0;390.0;Real Estate;Series B;$77;2020;40.71427;-74.00597
1365;3190;Knotel;New York City;USA;North America;127.0;2020-03-27;30.0;423.0;296.0;Real Estate;Series C;$560;2020;40.71427;-74.00597
1366;3191;Getaround;San Francisco Bay Area;USA;North America;100.0;2020-03-27;25.0;400.0;300.0;Transportation;Series D;$403;2020;37.77493;-122.41942
1367;3192;Zipcar;Boston;USA;North America;100.0;2020-03-27;20.0;500.0;400.0;Transportation;Acquired;$107;2020;42.35843;-71.05977
1368;3193;Mogo;Vancouver;Canada;North America;78.0;2020-03-27;30.0;260.0;182.0;Finance;Post-IPO;$201;2020;49.24966;-123.11934
1369;3196;Bench;Vancouver;Canada;North America;47.0;2020-03-27;10.0;470.0;423.0;Finance;Series B;$49;2020;49.24966;-123.11934
1370;3199;Bevi;Boston;USA;North America;30.0;2020-03-27;20.0;150.0;120.0;Food;Series C;$60;2020;42.35843;-71.05977
1371;3200;Textio;Seattle;USA;North America;30.0;2020-03-27;20.0;150.0;120.0;Recruiting;Unknown;$41;2020;47.60621;-122.33207
1372;3206;B8ta;San Francisco Bay Area;USA;North America;250.0;2020-03-26;50.0;500.0;250.0;Retail;Series C;$88;2020;37.77493;-122.41942
1373;3208;Puppet;Portland;USA;North America;50.0;2020-03-26;10.0;500.0;450.0;Infrastructure;Series F;$149;2020;45.52345;-122.67621
1374;3209;Ecobee;Toronto;Canada;North America;47.0;2020-03-26;10.0;470.0;423.0;Energy;Series C;$149;2020;43.70643;-79.39864
1375;3211;Peerspace;San Francisco Bay Area;USA;North America;41.0;2020-03-26;75.0;55.0;14.0;Real Estate;Series B;$34;2020;37.77493;-122.41942
1376;3212;GoSpotCheck;Denver;USA;North America;23.0;2020-03-26;20.0;115.0;92.0;Retail;Series B;$47;2020;39.73915;-104.9847
1377;3213;Consider.co;San Francisco Bay Area;USA;North America;13.0;2020-03-26;100.0;13.0;0.0;Other;Seed;$5;2020;37.77493;-122.41942
1378;3215;TripActions;San Francisco Bay Area;USA;North America;300.0;2020-03-25;25.0;1200.0;900.0;Travel;Series D;;2020;37.44188;-122.14302
1379;3219;WanderJaunt;San Francisco Bay Area;USA;North America;56.0;2020-03-25;23.0;243.0;187.0;Travel;Series B;$26;2020;37.77493;-122.41942
1380;3220;OutboundEngine;Austin;USA;North America;52.0;2020-03-25;28.0;186.0;134.0;Marketing;Series C;$48;2020;30.26715;-97.74306
1381;3221;Wonderschool;San Francisco Bay Area;USA;North America;50.0;2020-03-25;75.0;67.0;17.0;Education;Series A;$24;2020;37.77493;-122.41942
1382;3222;Overtime;New York City;USA;North America;30.0;2020-03-25;23.0;130.0;100.0;Media;Series B;$35;2020;40.71427;-74.00597
1383;3223;Jama;Portland;USA;North America;12.0;2020-03-25;5.0;240.0;228.0;Product;Unknown;$233;2020;45.52345;-122.67621
1384;3229;Sonder;San Francisco Bay Area;USA;North America;400.0;2020-03-24;33.0;1212.0;812.0;Travel;Series D;$359;2020;37.77493;-122.41942
1385;3231;Foodsby;Minneapolis;USA;North America;87.0;2020-03-24;67.0;130.0;43.0;Food;Series B;$20;2020;44.97997;-93.26384
1386;3232;Zeus Living;San Francisco Bay Area;USA;North America;80.0;2020-03-24;30.0;267.0;187.0;Real Estate;Series B;$79;2020;37.77493;-122.41942
1387;3237;Compass;New York City;USA;North America;375.0;2020-03-23;15.0;2500.0;2125.0;Real Estate;Series G;$1600;2020;40.71427;-74.00597
1388;3238;Convene;New York City;USA;North America;150.0;2020-03-23;18.0;833.0;683.0;Real Estate;Series D;$280;2020;40.71427;-74.00597
1389;3239;Leafly;Seattle;USA;North America;91.0;2020-03-23;50.0;182.0;91.0;Retail;Acquired;$2;2020;47.60621;-122.33207
1390;3240;The Guild;Austin;USA;North America;38.0;2020-03-23;22.0;173.0;135.0;Travel;Series B;$36;2020;30.26715;-97.74306
1391;3242;GrayMeta;Los Angeles;USA;North America;20.0;2020-03-23;40.0;50.0;30.0;Data;Unknown;$7;2020;34.05223;-118.24368
1392;3243;Triplebyte;San Francisco Bay Area;USA;North America;15.0;2020-03-23;17.0;88.0;73.0;Recruiting;Series B;$48;2020;37.77493;-122.41942
1393;3244;Ladder Life;San Francisco Bay Area;USA;North America;13.0;2020-03-23;25.0;52.0;39.0;Finance;Series C;$94;2020;37.44188;-122.14302
1394;3248;Flywheel Sports;New York City;USA;North America;784.0;2020-03-20;98.0;800.0;16.0;Fitness;Acquired;$120;2020;40.71427;-74.00597
1395;3250;CTO.ai;Vancouver;Canada;North America;30.0;2020-03-20;50.0;60.0;30.0;Infrastructure;Seed;$7;2020;49.24966;-123.11934
1396;3256;Remote Year;Chicago;USA;North America;50.0;2020-03-19;50.0;100.0;50.0;Travel;Series B;$17;2020;41.85003;-87.65005
1397;3261;Flytedesk;Boulder;USA;North America;4.0;2020-03-18;20.0;20.0;16.0;Marketing;Seed;$4;2020;40.01499;-105.27055
1398;3262;Inspirato;Denver;USA;North America;130.0;2020-03-16;22.0;591.0;461.0;Travel;Series C;$79;2020;39.73915;-104.9847
1399;3263;Help.com;Austin;USA;North America;16.0;2020-03-16;100.0;16.0;0.0;Support;Seed;$6;2020;30.26715;-97.74306
1400;3265;HopSkipDrive;Los Angeles;USA;North America;8.0;2020-03-13;10.0;80.0;72.0;Transportation;Unknown;$45;2020;34.05223;-118.24368
1401;3266;Panda Squad;San Francisco Bay Area;USA;North America;6.0;2020-03-13;75.0;8.0;2.0;Consumer;Seed;$1;2020;37.77493;-122.41942
1402;3267;Tamara Mellon;Los Angeles;USA;North America;20.0;2020-03-12;40.0;50.0;30.0;Retail;Series C;$90;2020;34.05223;-118.24368
1403;3268;ChowNow;Los Angeles;USA;North America;60.0;2024-03-28;20.0;300.0;240.0;Food;Series C;$64;2024;34.05223;-118.24368
1404;3269;Synctera;San Francisco Bay Area;USA;North America;17.0;2024-03-26;15.0;113.0;96.0;Finance;Series A;$79;2024;37.77493;-122.41942
1405;3270;Dell;Austin;USA;North America;6000.0;2024-03-25;5.0;120000.0;114000.0;Hardware;Post-IPO;;2024;30.26715;-97.74306
1406;3271;Verily;San Francisco Bay Area;USA;North America;;2024-03-22;;;;Healthcare;Subsidi…;$3.500;2024;37.6535403;-122.4168664
1407;3272;Cybereason;Boston;USA;North America;;2024-03-20;;;;Security;Series F;$750;2024;42.35843;-71.05977
1408;3273;ShopBack;Singapore;Singapore;Asia;195.0;2024-03-19;24.0;813.0;618.0;Retail;Series F;$355;2024;1.28967;103.85007
1409;3274;Orbotech;Yavne;Israel;Asia;100.0;2024-03-19;;;0.0;Manufact…;Acquired;;2024;31.8768863;34.7382974
1410;3275;Airmeet;Bengaluru;India;Asia;;2024-03-19;20.0;;;Marketing;Series B;$50;2024;12.97194;77.59369
